OBJECTID,PostalCode,TotalVaccinated,VaccinatedAge75Up,VaccinatedAge65To74,VaccinatedAge55To64,VaccinatedAge45To54,VaccinatedAge35To44,VaccinatedAge25To34,VaccinatedAge15To24,VaccinatedAge0To14,StartDate,CreateDate
532,85281,30222,959,1695,2436,2260,3274,9239,10169,190,2021/06/23 07:00:16+00,2021/06/23 20:39:17+00
533,85248,26175,7368,6070,3814,3072,2360,1349,1655,487,2021/06/23 07:00:16+00,2021/06/23 20:39:17+00
534,85190,,,,,,,,,,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
535,85333,,,,,,,,,,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
536,85139,3,0,,0,0,0,,0,0,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
537,85343,106,18,17,16,17,16,12,10,0,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
538,85377,2680,826,939,528,147,73,85,73,,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
539,85263,3186,988,1313,708,76,27,36,31,,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
540,85322,235,34,44,55,27,26,30,15,,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
541,85320,664,56,62,87,58,99,221,80,,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
542,85264,710,44,109,149,107,124,91,75,11,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
543,85342,503,115,159,81,52,38,25,29,,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
544,85375,23104,11428,8281,2526,403,179,154,114,19,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
545,85351,22270,9881,8151,3286,478,205,181,84,,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
546,85337,1011,106,208,186,145,146,127,77,16,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
547,85262,10324,1925,3441,2699,1031,380,383,399,66,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
548,85266,8821,2173,2591,1856,954,344,264,523,116,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
549,85363,2818,480,429,496,412,344,298,314,45,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
550,85045,5125,309,606,1147,1089,625,442,719,188,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
551,85361,2127,263,530,498,293,192,145,173,33,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
552,85390,4126,1279,1423,771,261,148,121,112,11,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
553,85256,2298,118,263,403,334,416,386,292,86,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
554,85378,4017,854,1010,650,442,393,331,294,43,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
555,85087,3612,443,876,736,565,395,207,311,79,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
556,85373,11265,4345,3470,1519,647,529,355,334,66,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
557,85034,2426,140,321,364,327,358,574,304,38,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
558,85354,2121,181,410,433,363,244,203,233,54,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
559,85253,12310,2133,2493,2530,1669,1027,948,1231,279,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
560,85387,8827,2367,2712,1332,801,619,561,372,63,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
561,85012,6603,494,772,890,1001,1351,1466,561,68,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
562,85355,5024,358,839,981,928,761,440,624,93,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
563,85268,15494,3697,4550,3394,1553,823,621,741,115,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
564,85215,10162,2591,2645,1950,973,706,662,525,110,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
565,85028,12517,1819,2377,2382,1823,1716,1188,969,243,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
566,85004,5806,269,471,678,699,961,1723,969,36,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
567,85003,5232,285,737,962,822,873,1082,414,57,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
568,85284,12666,1108,2288,2500,1912,1745,1383,1388,342,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
569,85258,18112,4106,4145,3177,2095,1730,1441,1178,240,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
570,85250,10772,1938,2032,1883,1284,1307,1476,682,170,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
571,85259,15378,2137,3160,3283,2218,1463,1192,1562,363,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
572,85083,9988,669,1385,1830,2141,1638,776,1228,321,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
573,85007,7201,480,883,1293,1117,1235,1233,836,124,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
574,85054,5332,491,797,832,694,766,1267,437,48,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
575,85307,3663,223,463,637,657,559,585,472,67,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
576,85331,17175,2250,3773,3890,2828,1711,947,1471,305,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
577,85310,9418,897,1629,2094,1525,1215,916,970,172,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
578,85305,7383,550,953,1255,1245,1083,1182,966,149,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
579,85249,27097,3360,3866,4097,5688,3960,1578,3536,1012,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
580,85255,31075,5430,6185,6484,4832,2763,2072,2755,554,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
581,85050,19071,2270,2422,2908,3462,3447,2052,1918,592,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
582,85085,13710,809,1632,2109,2512,2851,2051,1340,406,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
583,85381,12633,1916,2182,2424,1688,1478,1475,1274,196,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
584,85013,12654,832,1531,1903,1920,2326,2828,1153,161,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
585,85396,15774,1911,4518,3023,1962,1808,1162,1160,230,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
586,85298,20057,2220,3259,2897,3999,3455,1302,2272,653,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
587,85374,25368,9263,6963,3177,1870,1384,1244,1294,173,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
588,85086,18623,2641,3785,3698,3082,1999,1120,1895,403,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
589,85208,16137,3758,3652,2641,1900,1474,1356,1165,191,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
590,85024,12708,870,1580,2177,2093,2259,2236,1238,255,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
591,85260,23625,3592,4081,4099,3505,2958,2830,2084,476,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
592,85304,11965,1395,2219,2291,1713,1491,1369,1262,225,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
593,85014,13358,962,1630,2039,1972,2397,2982,1211,165,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
594,85020,18235,2504,3085,3282,2751,2607,2321,1417,268,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
595,85395,20786,4042,5018,3108,2722,2420,1425,1660,391,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
596,85388,11817,972,1842,1917,2252,1828,1064,1616,326,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
597,85297,15659,992,1642,2104,3313,3233,1546,2266,563,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
598,85006,10098,466,1099,1598,1649,1884,2186,1072,144,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
599,85206,18899,5013,4231,2890,1666,1598,2061,1264,176,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
600,85019,9507,605,958,1673,1711,1446,1353,1502,259,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
601,85306,9560,1168,1632,1826,1357,1186,1290,980,121,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
602,85213,16551,2377,3300,2936,2083,2124,1850,1597,284,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
603,85340,16310,1640,2371,2768,3027,2396,1591,2062,455,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
604,85018,22080,2190,2990,3774,3571,3748,3444,1912,451,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
605,85335,12053,975,1728,1932,1993,1906,1659,1594,266,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
606,85209,22261,5564,4751,3086,2561,2204,2105,1708,282,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
607,85257,15895,2082,2262,2558,1955,2153,3349,1369,167,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
608,85205,21875,4705,5417,4146,2146,2042,1880,1321,218,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
609,85254,28879,3583,5083,5321,4282,4248,3127,2613,622,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
610,85382,21850,4582,4061,3467,2876,2401,2082,2020,361,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
611,85048,20914,1415,2803,4555,3650,2904,2280,2669,638,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
612,85203,13414,1310,1954,2385,1866,2134,2001,1515,249,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
613,85040,11940,720,1353,2000,1978,1948,2176,1523,242,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
614,85044,22404,2238,3576,4193,3295,3269,3108,2221,504,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
615,85023,15032,1586,2245,2635,2160,2418,2217,1445,326,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
616,85053,11025,1097,1784,1991,1700,1512,1598,1159,184,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
617,85353,15809,708,1396,2375,2822,3018,2636,2413,441,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
618,85207,23154,3359,4941,5237,3371,2155,1830,1913,348,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
619,85031,10749,617,1137,1813,1934,1624,1486,1851,287,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
620,85286,25929,1214,2467,3849,5355,5208,3337,3556,943,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
621,85043,12663,482,1065,1906,2418,2354,2087,2012,339,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
622,85233,19287,1396,2669,3655,3062,3055,2932,2096,422,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
623,85303,12891,684,1531,2251,2343,1988,1833,1914,347,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
624,85383,33864,3217,6173,6206,5960,5260,2750,3374,924,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
625,85339,20156,1010,2093,3209,3839,3692,2901,2780,632,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
626,85295,22307,1061,1904,3142,4593,4338,3279,3260,730,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
627,85302,16003,1951,2556,2776,2455,2117,2131,1752,265,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
628,85212,21240,1454,2999,3435,3724,3822,2668,2587,551,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
629,85226,23452,1484,2756,4410,3613,3813,3932,2817,627,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
630,85392,16333,1082,2078,2804,2914,2474,2309,2261,411,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
631,85296,22119,1546,2283,3633,4023,4120,3109,2848,557,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
632,85016,20896,1951,2749,3315,2923,3398,4552,1767,241,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
633,85021,16996,2072,2336,2905,2571,2739,2214,1788,371,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
634,85379,18697,1441,2652,2838,3628,3085,2078,2475,500,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
635,85015,15429,1079,1801,2605,2497,2691,2750,1720,286,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
636,85051,16255,1350,1935,2854,2813,2530,2377,2041,355,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
637,85017,12745,647,1175,1956,2379,1972,1853,2444,319,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
638,85029,17333,1882,2400,3165,2687,2527,2452,1876,344,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
639,85042,19799,1288,2578,3624,3313,3088,3170,2325,413,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
640,85027,15794,1132,2172,2667,2337,2822,3031,1415,218,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
641,85202,17030,1451,2373,2627,2404,2717,3312,1877,269,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
642,85210,14863,903,1866,2550,2269,2428,2820,1796,231,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
643,85323,16512,840,1734,2718,2916,2879,2635,2349,441,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
644,85022,23329,2551,4060,4361,3262,3223,3500,2034,338,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
645,85224,24118,2082,3286,4137,3640,3966,4130,2421,456,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
646,85283,22713,2006,3116,3340,3073,3779,4466,2551,382,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
647,85251,22395,2871,3015,3455,2785,3117,4948,2006,198,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
648,85234,23082,1902,3130,4197,3875,3578,2993,2884,523,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
649,85338,27755,2163,4714,5076,4571,4180,3300,3115,636,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
650,85201,19571,1847,2383,3148,2873,2921,3635,2449,315,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
651,85037,18994,893,1803,3045,3532,3192,3066,2989,474,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
652,85035,16520,796,1528,2579,3039,2640,2683,2771,484,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
653,85041,24880,1497,2776,4279,4330,4311,3752,3243,692,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
654,85308,32043,3312,5380,6062,4669,3992,4701,3415,512,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
655,85345,23999,2428,3911,4668,3615,3313,3106,2547,411,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
656,85033,19170,1004,1699,3214,3586,3013,2932,3152,570,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
657,85009,17526,1007,1833,3021,3225,2733,2586,2641,480,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
658,85008,22462,981,1944,3455,3733,3960,5089,2883,417,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
659,85204,22494,1870,3124,3879,3521,3459,3561,2678,402,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
660,85032,31234,2988,4636,5422,4728,5117,4862,2931,550,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
661,85326,25439,1847,3660,4211,4446,4172,3556,3002,545,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
662,85301,19674,1491,2332,3549,3407,2995,2743,2684,473,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
663,85282,26411,2849,2915,3534,2980,3694,6093,4036,310,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
664,85225,32306,2114,4020,5685,5420,5293,5325,3781,668,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
665,85281,30607,971,1714,2451,2302,3332,9351,10278,208,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
666,85248,26329,7393,6074,3827,3095,2375,1366,1696,503,2021/06/30 07:00:16+00,2021/07/01 21:44:41+00
667,85190,,,,,,,,,,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
668,85333,,,,,,,,,,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
669,85139,3,0,,0,0,0,,0,0,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
670,85343,107,18,17,16,17,16,13,10,0,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
671,85377,2689,827,942,527,150,73,85,75,10,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
672,85263,3192,990,1315,709,77,27,36,31,,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
673,85322,240,34,45,56,29,26,31,15,,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
674,85320,668,56,62,87,58,99,223,81,,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
675,85264,711,44,109,149,108,124,92,74,11,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
676,85342,505,115,160,80,52,38,25,30,,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
677,85375,23185,11483,8287,2524,417,186,154,115,19,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
678,85351,22397,9925,8192,3289,490,219,190,88,,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
679,85337,1026,108,208,188,147,146,133,78,18,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
680,85262,10378,1932,3453,2705,1047,379,389,406,67,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
681,85266,8859,2184,2588,1857,965,346,272,529,118,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
682,85363,2866,483,439,499,420,353,301,321,50,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
683,85045,5172,310,609,1149,1092,634,447,735,196,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
684,85361,2172,267,540,503,299,194,148,185,36,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
685,85390,4160,1287,1433,772,266,153,124,112,13,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
686,85256,2323,118,263,403,336,422,392,298,91,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
687,85378,4079,862,1014,660,452,404,337,304,46,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
688,85087,3650,449,880,741,569,400,214,314,83,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
689,85373,11343,4368,3492,1520,660,540,358,338,67,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
690,85034,2477,142,325,369,343,367,586,305,40,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
691,85354,2154,185,414,438,370,247,209,237,54,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
692,85253,12388,2146,2492,2541,1690,1033,961,1247,278,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
693,85387,8890,2378,2720,1343,811,628,571,376,63,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
694,85012,6708,497,774,902,1026,1382,1489,569,69,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
695,85355,5111,361,847,998,946,771,453,638,97,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
696,85268,15582,3707,4555,3418,1569,831,633,755,114,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
697,85215,10226,2602,2655,1961,987,707,668,536,110,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
698,85028,12631,1825,2390,2391,1842,1741,1196,989,257,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
699,85004,5877,270,475,684,710,976,1743,980,39,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
700,85003,5315,285,741,978,844,884,1102,421,60,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
701,85284,12759,1114,2288,2505,1926,1759,1401,1416,350,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
702,85258,18214,4124,4141,3185,2119,1748,1454,1199,244,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
703,85250,10872,1946,2037,1890,1301,1333,1495,692,178,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
704,85259,15469,2140,3167,3293,2235,1481,1202,1580,371,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
705,85083,10140,675,1393,1839,2188,1667,790,1253,335,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
706,85007,7322,488,889,1301,1144,1266,1255,848,131,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
707,85054,5391,491,799,842,708,781,1276,445,49,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
708,85307,3722,226,466,645,668,570,598,477,72,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
709,85331,17323,2264,3783,3911,2860,1731,960,1499,315,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
710,85310,9579,906,1643,2113,1557,1253,931,998,178,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
711,85305,7512,553,957,1268,1283,1101,1207,989,154,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
712,85249,27316,3379,3875,4134,5715,3979,1601,3595,1038,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
713,85255,31337,5469,6204,6525,4901,2785,2086,2804,563,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
714,85050,19276,2280,2427,2920,3533,3477,2076,1948,615,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
715,85085,13906,813,1639,2125,2540,2907,2082,1376,424,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
716,85381,12835,1932,2195,2444,1728,1511,1511,1312,202,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
717,85013,12800,835,1540,1927,1955,2359,2857,1163,164,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
718,85396,15964,1927,4533,3025,1999,1858,1190,1184,248,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
719,85298,20237,2229,3267,2930,4013,3485,1301,2325,687,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
720,85374,25542,9297,6974,3199,1893,1409,1269,1320,181,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
721,85086,18881,2666,3804,3721,3146,2028,1144,1951,421,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
722,85208,16327,3779,3667,2665,1940,1496,1380,1195,205,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
723,85024,12885,872,1601,2189,2125,2291,2277,1269,261,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
724,85260,23810,3609,4094,4128,3532,2989,2858,2108,492,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
725,85304,12264,1407,2245,2342,1765,1546,1421,1304,234,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
726,85014,13508,968,1635,2052,1997,2427,3024,1236,169,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
727,85020,18514,2519,3102,3304,2817,2671,2360,1453,288,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
728,85395,20999,4064,5032,3115,2775,2460,1451,1686,416,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
729,85388,11997,979,1854,1929,2301,1861,1091,1643,339,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
730,85297,15830,993,1653,2113,3366,3260,1559,2306,580,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
731,85006,10290,473,1106,1624,1692,1913,2234,1101,147,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
732,85206,19072,5031,4243,2909,1697,1628,2089,1293,182,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
733,85019,9759,610,966,1703,1775,1484,1402,1544,275,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
734,85306,9765,1182,1658,1851,1398,1216,1316,1016,128,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
735,85213,16722,2386,3322,2954,2107,2152,1878,1628,295,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
736,85340,16543,1660,2387,2806,3062,2427,1612,2118,471,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
737,85018,22597,2200,3010,3847,3693,3848,3572,1966,461,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
738,85335,12288,982,1744,1964,2033,1949,1687,1640,289,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
739,85209,22463,5580,4770,3101,2608,2223,2136,1748,297,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
740,85257,16032,2094,2270,2570,1978,2178,3386,1383,173,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
741,85205,22073,4725,5432,4173,2169,2086,1904,1355,229,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
742,85254,29111,3598,5102,5342,4337,4275,3168,2649,640,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
743,85382,22081,4601,4085,3501,2926,2435,2121,2046,366,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
744,85048,21087,1419,2818,4562,3678,2931,2306,2723,650,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
745,85203,13617,1316,1960,2404,1911,2171,2035,1556,264,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
746,85040,12236,730,1379,2033,2034,1992,2237,1571,260,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
747,85044,22631,2252,3594,4207,3341,3311,3149,2259,518,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
748,85023,15287,1599,2265,2669,2201,2470,2262,1489,332,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
749,85053,11267,1104,1799,2021,1759,1548,1636,1201,199,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
750,85353,16154,716,1408,2405,2882,3107,2683,2476,477,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
751,85207,23352,3373,4953,5289,3404,2181,1850,1943,359,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
752,85031,11144,625,1160,1856,2003,1695,1556,1931,318,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
753,85286,26204,1217,2475,3869,5402,5276,3370,3618,977,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
754,85043,12990,490,1073,1938,2492,2413,2140,2079,365,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
755,85233,19504,1399,2691,3669,3100,3094,2963,2146,442,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
756,85303,13235,690,1553,2279,2415,2057,1885,2001,355,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
757,85383,34251,3235,6194,6249,6086,5315,2773,3452,947,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
758,85339,20501,1016,2111,3244,3893,3763,2955,2853,666,2021/07/07 07:00:07+00,2021/07/08 16:18:06+00
